,clube,data,local,resultado,gols_marcados,gols_sofridos,oponente,posse,gols_partida,escanteios,passes_certos_%,total_chutes,chutes_a_gol,chutes_ao_gol_%,gols_por_chute_ao_gol_%,escudo
6,Valencia,2020-10-18,Visitante,D,1.0,2.0,Villarreal,38.0,3.0,7,79.4,11.0,3.0,27.3,33.0,
7,Valencia,2020-10-23,Visitante,D,1.0,2.0,Elche,52.0,3.0,7,84.1,14.0,3.0,21.4,33.0,
8,Valencia,2020-11-01,Em casa,E,2.0,2.0,Getafe,38.0,4.0,0,66.4,8.0,4.0,50.0,25.0,
9,Valencia,2020-11-08,Em casa,V,4.0,1.0,Real Madrid,35.0,5.0,1,78.1,4.0,1.0,25.0,0.0,
10,Valencia,2020-11-22,Visitante,E,2.0,2.0,Alavés,66.0,4.0,5,83.4,14.0,5.0,35.7,40.0,
11,Valencia,2020-11-28,Em casa,D,0.0,1.0,Atlético Madrid,34.0,1.0,2,74.4,5.0,2.0,40.0,0.0,
12,Valencia,2020-12-07,Visitante,E,0.0,0.0,Eibar,37.0,0.0,0,51.6,5.0,4.0,80.0,0.0,
13,Valencia,2020-12-12,Em casa,E,2.0,2.0,Athletic Club,41.0,4.0,0,68.2,10.0,1.0,10.0,100.0,
14,Valencia,2020-12-19,Visitante,E,2.0,2.0,Barcelona,29.0,4.0,3,73.5,11.0,4.0,36.4,50.0,
15,Valencia,2020-12-22,Em casa,D,0.0,1.0,Sevilla,31.0,1.0,3,68.9,10.0,4.0,40.0,0.0,
16,Valencia,2020-12-30,Visitante,D,1.0,2.0,Granada,46.0,3.0,6,74.1,15.0,6.0,40.0,17.0,
17,Valencia,2021-01-04,Em casa,E,1.0,1.0,Cádiz,71.0,2.0,9,84.6,12.0,4.0,33.3,25.0,
18,Valencia,2021-01-10,Visitante,V,1.0,0.0,Valladolid,57.0,1.0,4,78.9,17.0,6.0,35.3,17.0,
19,Valencia,2021-01-21,Em casa,E,1.0,1.0,Osasuna,64.0,2.0,9,82.4,11.0,3.0,27.3,0.0,
20,Valencia,2021-01-24,Visitante,D,1.0,3.0,Atlético Madrid,51.0,4.0,7,80.7,8.0,4.0,50.0,25.0,
21,Valencia,2021-01-30,Em casa,V,1.0,0.0,Elche,46.0,1.0,4,77.7,13.0,2.0,15.4,50.0,
22,Valencia,2021-02-07,Visitante,E,1.0,1.0,Athletic Club,51.0,2.0,6,79.3,15.0,2.0,13.3,50.0,
23,Valencia,2021-02-14,Visitante,D,0.0,2.0,Real Madrid,39.0,2.0,1,84.6,4.0,1.0,25.0,0.0,
24,Valencia,2021-02-20,Em casa,V,2.0,0.0,Celta Vigo,57.0,2.0,6,82.0,9.0,3.0,33.3,67.0,
25,Valencia,2021-02-27,Visitante,D,0.0,3.0,Getafe,58.0,3.0,6,71.0,,,,,
26,Valencia,2021-03-05,Em casa,V,2.0,1.0,Villarreal,52.0,3.0,5,84.3,25.0,4.0,16.0,25.0,
1,Cádiz,2020-09-12,Em casa,D,0.0,2.0,Osasuna,53.0,2.0,6,67.7,12.0,3.0,25.0,0.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/ee7c297c.png
2,Cádiz,2020-09-20,Visitante,V,2.0,0.0,Huesca,30.0,2.0,1,63.2,6.0,4.0,66.7,50.0,
3,Cádiz,2020-09-27,Em casa,D,1.0,3.0,Sevilla,25.0,4.0,6,64.5,11.0,5.0,45.5,20.0,
4,Cádiz,2020-10-01,Visitante,V,1.0,0.0,Athletic Club,28.0,1.0,2,60.4,3.0,1.0,33.3,0.0,
5,Cádiz,2020-10-04,Em casa,E,1.0,1.0,Granada,42.0,2.0,2,72.6,14.0,3.0,21.4,33.0,
6,Cádiz,2020-10-17,Visitante,V,1.0,0.0,Real Madrid,26.0,1.0,11,54.5,14.0,4.0,28.6,25.0,
7,Cádiz,2020-10-25,Em casa,E,0.0,0.0,Villarreal,25.0,0.0,0,63.2,5.0,1.0,20.0,0.0,
8,Cádiz,2020-10-30,Visitante,V,2.0,0.0,Eibar,27.0,2.0,2,49.6,6.0,4.0,66.7,50.0,
9,Cádiz,2020-11-07,Visitante,D,0.0,4.0,Atlético Madrid,33.0,4.0,7,71.7,10.0,3.0,30.0,0.0,
10,Cádiz,2020-11-22,Em casa,D,0.0,1.0,Real Sociedad,33.0,1.0,1,59.9,,,,,
11,Cádiz,2020-11-28,Visitante,E,1.0,1.0,Elche,53.0,2.0,9,78.3,6.0,2.0,33.3,50.0,
12,Cádiz,2020-12-05,Em casa,V,2.0,1.0,Barcelona,18.0,3.0,5,60.6,8.0,3.0,37.5,67.0,
13,Cádiz,2020-12-14,Visitante,D,0.0,4.0,Celta Vigo,40.0,4.0,5,74.2,12.0,2.0,16.7,0.0,
14,Cádiz,2020-12-20,Em casa,D,0.0,2.0,Getafe,63.0,2.0,2,80.5,8.0,1.0,12.5,0.0,
15,Cádiz,2020-12-23,Visitante,D,0.0,1.0,Betis,29.0,1.0,5,54.6,6.0,3.0,50.0,0.0,
16,Cádiz,2020-12-29,Em casa,E,0.0,0.0,Valladolid,38.0,0.0,1,65.9,8.0,3.0,37.5,0.0,
17,Cádiz,2021-01-04,Visitante,E,1.0,1.0,Valencia,29.0,2.0,7,60.5,9.0,2.0,22.2,50.0,
18,Cádiz,2021-01-10,Em casa,V,3.0,1.0,Alavés,41.0,4.0,4,65.9,10.0,7.0,70.0,43.0,
19,Cádiz,2021-01-19,Em casa,E,2.0,2.0,Levante,32.0,4.0,5,69.1,9.0,2.0,22.2,100.0,
20,Cádiz,2021-01-23,Visitante,D,0.0,3.0,Sevilla,22.0,3.0,6,54.5,9.0,3.0,33.3,0.0,
21,Cádiz,2021-01-31,Em casa,D,2.0,4.0,Atlético Madrid,49.0,6.0,2,81.3,11.0,6.0,54.5,33.0,
22,Cádiz,2021-02-07,Visitante,D,1.0,4.0,Real Sociedad,26.0,5.0,1,70.4,2.0,1.0,50.0,100.0,
23,Cádiz,2021-02-15,Em casa,D,0.0,4.0,Athletic Club,42.0,4.0,5,73.1,11.0,2.0,18.2,0.0,
24,Cádiz,2021-02-21,Visitante,E,1.0,1.0,Barcelona,19.0,2.0,0,57.9,,,,,
25,Cádiz,2021-02-28,Em casa,D,0.0,1.0,Betis,36.0,1.0,3,68.3,5.0,3.0,60.0,0.0,
1,Eibar,2020-09-12,Em casa,E,0.0,0.0,Celta Vigo,49.0,0.0,3,55.3,8,1,12.5,0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/bea5c710.png
2,Eibar,2020-09-19,Visitante,D,1.0,2.0,Villarreal,44.0,3.0,3,66.3,12,4,33.3,25,
3,Eibar,2020-09-27,Em casa,D,1.0,2.0,Athletic Club,50.0,3.0,5,63.0,7,1,14.3,100,
4,Eibar,2020-09-30,Em casa,D,0.0,1.0,Elche,62.0,1.0,3,79.1,12,5,41.7,0,
5,Eibar,2020-10-03,Visitante,V,2.0,1.0,Valladolid,47.0,3.0,4,62.5,10,4,40.0,25,
6,Eibar,2020-10-18,Em casa,E,0.0,0.0,Osasuna,53.0,0.0,6,61.8,10,6,60.0,0,
7,Eibar,2020-10-24,Visitante,V,1.0,0.0,Sevilla,30.0,1.0,3,68.4,3,1,33.3,100,
8,Eibar,2020-10-30,Em casa,D,0.0,2.0,Cádiz,73.0,2.0,7,78.7,9,3,33.3,0,
9,Eibar,2020-11-07,Visitante,E,1.0,1.0,Huesca,41.0,2.0,3,71.0,8,3,37.5,33,
10,Eibar,2020-11-22,Em casa,E,0.0,0.0,Getafe,46.0,0.0,3,58.7,14,4,28.6,0,
11,Eibar,2020-11-30,Visitante,V,2.0,0.0,Betis,36.0,2.0,2,58.7,9,4,44.4,25,
12,Eibar,2020-12-07,Em casa,E,0.0,0.0,Valencia,63.0,0.0,8,74.6,19,3,15.8,0,
13,Eibar,2020-12-13,Visitante,E,1.0,1.0,Real Sociedad,53.0,2.0,4,68.6,16,4,25.0,25,
14,Eibar,2020-12-20,Em casa,D,1.0,3.0,Real Madrid,34.0,4.0,4,68.8,10,3,30.0,33,
15,Eibar,2020-12-23,Visitante,D,1.0,2.0,Alavés,55.0,3.0,6,70.2,8,4,50.0,25,
16,Eibar,2020-12-29,Visitante,E,1.0,1.0,Barcelona,28.0,2.0,7,61.1,9,3,33.3,33,
17,Eibar,2021-01-03,Em casa,V,2.0,0.0,Granada,57.0,2.0,4,59.3,14,6,42.9,33,
18,Eibar,2021-01-10,Visitante,D,1.0,2.0,Levante,48.0,3.0,9,68.7,17,4,23.5,25,
19,Eibar,2021-01-21,Em casa,D,1.0,2.0,Atlético Madrid,37.0,3.0,3,56.6,11,2,18.2,0,
20,Eibar,2021-01-24,Visitante,E,1.0,1.0,Celta Vigo,45.0,2.0,6,71.3,8,2,25.0,50,
21,Eibar,2021-01-30,Em casa,D,0.0,2.0,Sevilla,48.0,2.0,6,75.0,17,6,35.3,0,
22,Eibar,2021-02-07,Visitante,D,1.0,2.0,Osasuna,49.0,3.0,1,67.5,12,2,16.7,50,
23,Eibar,2021-02-13,Em casa,E,1.0,1.0,Valladolid,55.0,2.0,7,67.1,14,2,14.3,50,
24,Eibar,2021-02-20,Visitante,D,0.0,1.0,Elche,53.0,1.0,4,70.3,13,4,30.8,0,
25,Eibar,2021-02-27,Em casa,E,1.0,1.0,Huesca,53.0,2.0,6,78.1,17,3,17.6,33,
1,Valladolid,2020-09-13,Em casa,E,1.0,1.0,Real Sociedad,40.0,2.0,5,67.3,8.0,2.0,25.0,50.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/17859612.png
2,Valladolid,2020-09-20,Visitante,D,0.0,2.0,Betis,44.0,2.0,3,73.3,9.0,2.0,22.2,0.0,
3,Valladolid,2020-09-27,Em casa,E,1.0,1.0,Celta Vigo,53.0,2.0,4,72.6,9.0,3.0,33.3,0.0,
4,Valladolid,2020-09-30,Visitante,D,0.0,1.0,Real Madrid,38.0,1.0,7,76.4,11.0,5.0,45.5,0.0,
5,Valladolid,2020-10-03,Em casa,D,1.0,2.0,Eibar,53.0,3.0,3,69.6,7.0,2.0,28.6,50.0,
6,Valladolid,2020-10-18,Visitante,E,2.0,2.0,Huesca,36.0,4.0,1,66.2,4.0,2.0,50.0,50.0,
7,Valladolid,2020-10-25,Em casa,D,0.0,2.0,Alavés,44.0,2.0,2,71.8,5.0,1.0,20.0,0.0,
8,Valladolid,2020-11-02,Visitante,D,0.0,2.0,Villarreal,41.0,2.0,4,73.4,11.0,1.0,9.1,0.0,
9,Valladolid,2020-11-08,Em casa,V,2.0,1.0,Athletic Club,31.0,3.0,2,64.5,5.0,3.0,60.0,33.0,
10,Valladolid,2020-11-22,Visitante,V,3.0,1.0,Granada,41.0,4.0,2,64.6,9.0,3.0,33.3,100.0,
11,Valladolid,2020-11-27,Em casa,E,1.0,1.0,Levante,36.0,2.0,3,66.1,9.0,4.0,44.4,25.0,
12,Valladolid,2020-12-05,Visitante,D,0.0,2.0,Atlético Madrid,47.0,2.0,4,80.4,13.0,3.0,23.1,0.0,
13,Valladolid,2020-12-11,Em casa,V,3.0,2.0,Osasuna,48.0,5.0,3,71.3,10.0,5.0,50.0,40.0,
14,Valladolid,2020-12-19,Visitante,E,1.0,1.0,Sevilla,41.0,2.0,7,73.1,12.0,5.0,41.7,20.0,
15,Valladolid,2020-12-22,Em casa,D,0.0,3.0,Barcelona,40.0,3.0,4,82.4,12.0,5.0,41.7,0.0,
16,Valladolid,2020-12-29,Visitante,E,0.0,0.0,Cádiz,62.0,0.0,6,78.9,7.0,1.0,14.3,0.0,
17,Valladolid,2021-01-02,Visitante,V,1.0,0.0,Getafe,46.0,1.0,9,65.7,9.0,2.0,22.2,50.0,
18,Valladolid,2021-01-10,Em casa,D,0.0,1.0,Valencia,43.0,1.0,0,74.0,11.0,4.0,36.4,0.0,
19,Valladolid,2021-01-19,Em casa,E,2.0,2.0,Elche,62.0,4.0,4,83.7,13.0,2.0,15.4,100.0,
20,Valladolid,2021-01-22,Visitante,E,2.0,2.0,Levante,43.0,4.0,2,72.8,7.0,3.0,42.9,67.0,
21,Valladolid,2021-01-29,Em casa,D,1.0,3.0,Huesca,54.0,4.0,6,81.6,14.0,4.0,28.6,25.0,
22,Valladolid,2021-02-05,Visitante,D,0.0,1.0,Alavés,47.0,1.0,1,69.7,3.0,1.0,33.3,0.0,
23,Valladolid,2021-02-13,Visitante,E,1.0,1.0,Eibar,45.0,2.0,0,62.1,,,,,
24,Valladolid,2021-02-20,Em casa,D,0.0,1.0,Real Madrid,36.0,1.0,4,71.9,9.0,5.0,55.6,0.0,
25,Valladolid,2021-02-28,Visitante,E,1.0,1.0,Celta Vigo,34.0,2.0,5,65.3,7.0,3.0,42.9,33.0,
1,Alavés,2020-09-13,Em casa,D,0.0,1.0,Betis,43.0,1.0,6,72.8,6.0,2.0,33.3,0.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/8d6fd021.png
2,Alavés,2020-09-20,Visitante,D,1.0,2.0,Granada,45.0,3.0,4,65.7,5.0,3.0,60.0,33.0,
3,Alavés,2020-09-26,Em casa,E,0.0,0.0,Getafe,47.0,0.0,1,58.4,,,,,
4,Alavés,2020-09-30,Visitante,D,1.0,3.0,Villarreal,41.0,4.0,0,75.8,8.0,3.0,37.5,33.0,
5,Alavés,2020-10-04,Em casa,V,1.0,0.0,Athletic Club,39.0,1.0,0,66.0,8.0,4.0,50.0,25.0,
6,Alavés,2020-10-18,Em casa,D,0.0,2.0,Elche,47.0,2.0,2,79.1,14.0,2.0,14.3,0.0,
7,Alavés,2020-10-25,Visitante,V,2.0,0.0,Valladolid,56.0,2.0,4,77.3,13.0,3.0,23.1,67.0,
8,Alavés,2020-10-31,Em casa,E,1.0,1.0,Barcelona,21.0,2.0,2,64.7,4.0,3.0,75.0,33.0,
9,Alavés,2020-11-08,Visitante,E,1.0,1.0,Levante,29.0,2.0,1,65.1,6.0,2.0,33.3,50.0,
10,Alavés,2020-11-22,Em casa,E,2.0,2.0,Valencia,34.0,4.0,4,68.1,12.0,2.0,16.7,50.0,
11,Alavés,2020-11-28,Visitante,V,2.0,1.0,Real Madrid,33.0,3.0,9,76.3,10.0,5.0,50.0,20.0,
12,Alavés,2020-12-06,Em casa,E,0.0,0.0,Real Sociedad,33.0,0.0,2,66.8,5.0,1.0,20.0,0.0,
13,Alavés,2020-12-12,Visitante,D,0.0,1.0,Huesca,35.0,1.0,2,64.8,3.0,1.0,33.3,0.0,
14,Alavés,2020-12-20,Visitante,D,0.0,2.0,Celta Vigo,45.0,2.0,5,71.7,8.0,2.0,25.0,0.0,
15,Alavés,2020-12-23,Em casa,V,2.0,1.0,Eibar,45.0,3.0,2,63.4,13.0,3.0,23.1,67.0,
16,Alavés,2020-12-31,Visitante,E,1.0,1.0,Osasuna,67.0,2.0,4,78.1,,,,,
17,Alavés,2021-01-03,Em casa,D,1.0,2.0,Atlético Madrid,41.0,3.0,1,73.6,4.0,1.0,25.0,0.0,
18,Alavés,2021-01-10,Visitante,D,1.0,3.0,Cádiz,59.0,4.0,1,78.9,4.0,1.0,25.0,0.0,
19,Alavés,2021-01-19,Em casa,D,1.0,2.0,Sevilla,39.0,3.0,3,68.3,11.0,2.0,18.2,50.0,
20,Alavés,2021-01-23,Em casa,D,1.0,4.0,Real Madrid,40.0,5.0,4,80.7,13.0,5.0,38.5,20.0,
21,Alavés,2021-01-31,Visitante,E,0.0,0.0,Getafe,42.0,0.0,2,54.2,5.0,1.0,20.0,0.0,
22,Alavés,2021-02-05,Em casa,V,1.0,0.0,Valladolid,53.0,1.0,11,72.1,19.0,5.0,26.3,20.0,
23,Alavés,2021-02-13,Visitante,D,1.0,5.0,Barcelona,26.0,6.0,4,73.5,6.0,2.0,33.3,50.0,
24,Alavés,2021-02-21,Visitante,D,0.0,4.0,Real Sociedad,36.0,4.0,3,71.8,7.0,2.0,28.6,0.0,
25,Alavés,2021-02-27,Em casa,D,0.0,1.0,Osasuna,52.0,1.0,5,70.9,4.0,1.0,25.0,0.0,
1,Elche,2021-02-24,Visitante,D,0.0,3.0,Barcelona,35.0,3.0,3,84.1,6.0,1.0,16.7,0.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/6c8b07df.png
3,Elche,2020-09-26,Em casa,D,0.0,3.0,Real Sociedad,40.0,3.0,2,74.7,5.0,2.0,40.0,0.0,
4,Elche,2020-09-30,Visitante,V,1.0,0.0,Eibar,38.0,1.0,2,69.0,5.0,2.0,40.0,50.0,
5,Elche,2020-10-03,Em casa,E,0.0,0.0,Huesca,51.0,0.0,0,84.7,,,,,
6,Elche,2020-10-18,Visitante,V,2.0,0.0,Alavés,53.0,2.0,5,79.2,7.0,3.0,42.9,67.0,
7,Elche,2020-10-23,Em casa,V,2.0,1.0,Valencia,48.0,3.0,0,81.1,3.0,2.0,66.7,100.0,
8,Elche,2020-11-01,Visitante,D,1.0,3.0,Betis,40.0,4.0,1,86.8,4.0,2.0,50.0,50.0,
9,Elche,2020-11-06,Em casa,E,1.0,1.0,Celta Vigo,52.0,2.0,3,81.2,,,,,
10,Elche,2020-11-21,Visitante,E,1.0,1.0,Levante,56.0,2.0,4,82.8,11.0,5.0,45.5,20.0,
11,Elche,2020-11-28,Em casa,E,1.0,1.0,Cádiz,47.0,2.0,1,81.4,4.0,3.0,75.0,33.0,
12,Elche,2020-12-06,Visitante,E,0.0,0.0,Villarreal,44.0,0.0,0,81.7,,,,,
13,Elche,2020-12-13,Em casa,D,0.0,1.0,Granada,66.0,1.0,6,83.9,9.0,1.0,11.1,0.0,
14,Elche,2020-12-19,Visitante,D,1.0,3.0,Atlético Madrid,52.0,4.0,4,89.2,8.0,3.0,37.5,33.0,
15,Elche,2020-12-22,Em casa,E,2.0,2.0,Osasuna,65.0,4.0,4,86.5,7.0,2.0,28.6,100.0,
16,Elche,2020-12-30,Em casa,E,1.0,1.0,Real Madrid,32.0,2.0,2,80.7,5.0,2.0,40.0,0.0,
17,Elche,2021-01-03,Visitante,D,0.0,1.0,Athletic Club,51.0,1.0,4,81.9,5.0,1.0,20.0,0.0,
18,Elche,2021-01-11,Em casa,D,1.0,3.0,Getafe,47.0,4.0,1,80.3,7.0,4.0,57.1,25.0,
19,Elche,2021-01-19,Visitante,E,2.0,2.0,Valladolid,38.0,4.0,5,77.6,9.0,3.0,33.3,67.0,
20,Elche,2021-01-24,Em casa,D,0.0,2.0,Barcelona,35.0,2.0,0,82.2,4.0,2.0,50.0,0.0,
21,Elche,2021-01-30,Visitante,D,0.0,1.0,Valencia,54.0,1.0,10,79.1,10.0,1.0,10.0,0.0,
22,Elche,2021-02-06,Em casa,E,2.0,2.0,Villarreal,46.0,4.0,4,81.0,8.0,2.0,25.0,100.0,
23,Elche,2021-02-12,Visitante,D,1.0,3.0,Celta Vigo,50.0,4.0,6,76.8,8.0,2.0,25.0,50.0,
24,Elche,2021-02-20,Em casa,V,1.0,0.0,Eibar,47.0,1.0,1,73.4,6.0,2.0,33.3,50.0,
25,Elche,2021-02-28,Visitante,D,1.0,2.0,Granada,55.0,3.0,5,71.5,12.0,4.0,33.3,25.0,
1,Huesca,2020-09-13,Visitante,E,1.0,1.0,Villarreal,35.0,2.0,6,69.1,11.0,3.0,27.3,33.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/c6c493e6.png
2,Huesca,2020-09-20,Em casa,D,0.0,2.0,Cádiz,70.0,2.0,2,85.2,,,,,
3,Huesca,2020-09-26,Visitante,E,1.0,1.0,Valencia,53.0,2.0,4,79.0,17.0,5.0,29.4,20.0,
4,Huesca,2020-09-30,Em casa,E,0.0,0.0,Atlético Madrid,37.0,0.0,5,74.4,9.0,3.0,33.3,0.0,
5,Huesca,2020-10-03,Visitante,E,0.0,0.0,Elche,49.0,0.0,5,82.9,18.0,4.0,22.2,0.0,
6,Huesca,2020-10-18,Em casa,E,2.0,2.0,Valladolid,64.0,4.0,3,81.4,12.0,7.0,58.3,29.0,
7,Huesca,2020-10-25,Visitante,D,1.0,4.0,Real Sociedad,49.0,5.0,5,76.8,7.0,4.0,57.1,25.0,
8,Huesca,2020-10-31,Visitante,D,1.0,4.0,Real Madrid,40.0,5.0,3,83.5,9.0,2.0,22.2,50.0,
9,Huesca,2020-11-07,Em casa,E,1.0,1.0,Eibar,59.0,2.0,4,77.6,15.0,5.0,33.3,20.0,
10,Huesca,2020-11-20,Visitante,E,1.0,1.0,Osasuna,45.0,2.0,3,70.4,6.0,5.0,83.3,20.0,
11,Huesca,2020-11-28,Em casa,D,0.0,1.0,Sevilla,34.0,1.0,1,69.2,5.0,1.0,20.0,0.0,
12,Huesca,2020-12-06,Visitante,E,3.0,3.0,Granada,52.0,6.0,2,81.5,16.0,7.0,43.8,43.0,
13,Huesca,2020-12-12,Em casa,V,1.0,0.0,Alavés,65.0,1.0,5,82.5,11.0,3.0,27.3,33.0,
14,Huesca,2020-12-18,Visitante,D,0.0,2.0,Athletic Club,46.0,2.0,5,79.3,6.0,1.0,16.7,0.0,
15,Huesca,2020-12-22,Em casa,E,1.0,1.0,Levante,54.0,2.0,10,79.8,10.0,1.0,10.0,0.0,
16,Huesca,2020-12-30,Visitante,D,1.0,2.0,Celta Vigo,43.0,3.0,5,80.1,16.0,6.0,37.5,17.0,
17,Huesca,2021-01-03,Em casa,D,0.0,1.0,Barcelona,31.0,1.0,2,81.9,4.0,4.0,100.0,0.0,
18,Huesca,2021-01-11,Em casa,D,0.0,2.0,Betis,49.0,2.0,3,78.3,10.0,3.0,30.0,0.0,
19,Huesca,2021-01-20,Visitante,D,0.0,1.0,Getafe,53.0,1.0,8,75.2,15.0,3.0,20.0,0.0,
20,Huesca,2021-01-23,Em casa,E,0.0,0.0,Villarreal,44.0,0.0,1,77.6,5.0,1.0,20.0,0.0,
21,Huesca,2021-01-29,Visitante,V,3.0,1.0,Valladolid,46.0,4.0,7,75.8,11.0,5.0,45.5,60.0,
22,Huesca,2021-02-06,Em casa,D,1.0,2.0,Real Madrid,35.0,3.0,3,76.0,12.0,2.0,16.7,50.0,
23,Huesca,2021-02-13,Visitante,D,0.0,1.0,Sevilla,35.0,1.0,6,68.8,9.0,5.0,55.6,0.0,
24,Huesca,2021-02-21,Em casa,V,3.0,2.0,Granada,59.0,5.0,5,77.0,14.0,6.0,42.9,33.0,
25,Huesca,2021-02-27,Visitante,E,1.0,1.0,Eibar,47.0,2.0,2,69.5,4.0,1.0,25.0,100.0,
